#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
9089-6104       260077       43.1756       18.0248       10.3600       -1.0000000       2.48619
9089-9101           -1      -1.00000      -1.00000      -1.00000        9.5432915       2.40979
9089-9102       263167       18.4612      0.751280       9.81000       -1.0000000       2.70740
9090-12701           -1      -1.00000      -1.00000      -1.00000        10.490150       3.12992
9090-12702           -1      -1.00000      -1.00000      -1.00000        9.5547332       2.43205
9090-12703        10248       26.6136       10.4990       9.92000       -1.0000000       2.47091
9090-12704        10300       16.2502       12.2092       10.0400       -1.0000000       2.53699
9090-12705           -1      -1.00000      -1.00000      -1.00000        9.8373935       2.84708
9090-1901           -1      -1.00000      -1.00000      -1.00000        9.6866483       2.63969
9090-1902           -1      -1.00000      -1.00000      -1.00000        9.1007225       2.34055
9090-3701           -1      -1.00000      -1.00000      -1.00000        9.6834668       2.63067
9090-3702       260903       46.2663       133.370       9.47000       -1.0000000       2.68524
9090-3703           -1      -1.00000      -1.00000      -1.00000        9.3529245       2.48400
9090-3704       260321       40.5514       18.9849       10.1600       -1.0000000       2.83184
9090-6101           -1      -1.00000      -1.00000      -1.00000        9.3206378       2.34817
9090-6102           -1      -1.00000      -1.00000      -1.00000        9.3475378       2.29706
9090-6103           -1      -1.00000      -1.00000      -1.00000        9.6980033       2.30142
9090-6104           -1      -1.00000      -1.00000      -1.00000        9.3295531       2.38505
9090-9101           -1      -1.00000      -1.00000      -1.00000        10.217724       3.23087
9090-9102           -1      -1.00000      -1.00000      -1.00000        9.8136305       2.66325
9091-12701           -1      -1.00000      -1.00000      -1.00000        10.288920       2.74657
9091-12702           -1      -1.00000      -1.00000      -1.00000        10.345391       2.97372
9091-12703           -1      -1.00000      -1.00000      -1.00000        9.3667725       2.46346
9091-12704           -1      -1.00000      -1.00000      -1.00000        10.005103       2.72117
9091-12705           -1      -1.00000      -1.00000      -1.00000        10.015300       2.89732
9091-1901           -1      -1.00000      -1.00000      -1.00000        9.2708148       2.51662
9091-1902           -1      -1.00000      -1.00000      -1.00000        9.3017043       2.44927
9091-3701           -1      -1.00000      -1.00000      -1.00000        10.259973       2.56280
9091-3702           -1      -1.00000      -1.00000      -1.00000        10.316934       3.10511
9091-3703           -1      -1.00000      -1.00000      -1.00000        9.6724414       2.71445
9091-3704       727368       16.4726       7.77806       9.76000       -1.0000000       2.53421
9091-6101           -1      -1.00000      -1.00000      -1.00000        9.2885020       2.39651
9091-6102           -1      -1.00000      -1.00000      -1.00000        9.7131124       2.51383
9091-6103       262787       17.4511       1.75030       9.47000       -1.0000000       2.27574
9091-6104           -1      -1.00000      -1.00000      -1.00000        9.3173486       2.36059
9091-9101       262793       15.1360       4.19866       9.77000       -1.0000000       2.43826
9091-9102           -1      -1.00000      -1.00000      -1.00000        10.021455       2.80450
9092-12701           -1      -1.00000      -1.00000      -1.00000        10.074600       2.80672
9092-12702           -1      -1.00000      -1.00000      -1.00000        10.067453       2.76048
9092-12703           -1      -1.00000      -1.00000      -1.00000        9.6990494       2.67021
9092-12704           -1      -1.00000      -1.00000      -1.00000        10.259499       2.61886
9092-12705           -1      -1.00000      -1.00000      -1.00000        9.3803650       2.52342
9092-1901           -1      -1.00000      -1.00000      -1.00000        9.4068808       2.48686
9092-1902           -1      -1.00000      -1.00000      -1.00000        9.7037052       2.67797
9092-3701           -1      -1.00000      -1.00000      -1.00000        10.086539       2.61640
9092-3702           -1      -1.00000      -1.00000      -1.00000        9.5748898       2.57684
9092-3703           -1      -1.00000      -1.00000      -1.00000        9.6704259       2.71154
9092-3704           -1      -1.00000      -1.00000      -1.00000        9.3698601       2.68954
9092-6101           -1      -1.00000      -1.00000      -1.00000        9.7107008       2.56302
9092-6102       255234       16.5777       1.44396       9.83000       -1.0000000       2.65443
9092-6103           -1      -1.00000      -1.00000      -1.00000        10.256685       2.75380
9092-6104           -1      -1.00000      -1.00000      -1.00000        10.243418       2.72893
9092-9102           -1      -1.00000      -1.00000      -1.00000        9.3758494       2.57745
9094-12701           -1      -1.00000      -1.00000      -1.00000        9.6506966       2.48498
9094-12702           -1      -1.00000      -1.00000      -1.00000        10.330217       2.99621
9094-12703           -1      -1.00000      -1.00000      -1.00000        9.7769796       2.54081
9094-12704           -1      -1.00000      -1.00000      -1.00000        10.426925       2.82677
9094-12705       262849       30.3030       18.8542       10.0500       -1.0000000       2.61296
9094-1901           -1      -1.00000      -1.00000      -1.00000        9.3185711       2.48211
9094-1902           -1      -1.00000      -1.00000      -1.00000        10.335802       2.86097
9094-3701           -1      -1.00000      -1.00000      -1.00000        10.329979       2.96978
9094-3702           -1      -1.00000      -1.00000      -1.00000        10.203059       2.90197
9094-3703           -1      -1.00000      -1.00000      -1.00000        9.3018622       2.37166
9094-3704           -1      -1.00000      -1.00000      -1.00000        10.256979       2.71792
9094-6101           -1      -1.00000      -1.00000      -1.00000        9.3660706       2.69416
9094-6102           -1      -1.00000      -1.00000      -1.00000        10.277375       2.87568
9094-6103           -1      -1.00000      -1.00000      -1.00000        10.332738       2.95892
9094-6104           -1      -1.00000      -1.00000      -1.00000        9.7588415       2.68224
9094-9101           -1      -1.00000      -1.00000      -1.00000        10.250136       2.69332
9094-9102           -1      -1.00000      -1.00000      -1.00000        10.253463       2.58269
9095-1901       261333       19.9729       23.4654       9.66000       -1.0000000       2.55441
9095-6103           -1      -1.00000      -1.00000      -1.00000        10.578778       2.85191
9095-6104           -1      -1.00000      -1.00000      -1.00000        9.6947599       2.85924
9095-9101           -1      -1.00000      -1.00000      -1.00000        9.5080405       2.45646
9184-12701         4131       86.7554       142.432       10.2400       -1.0000000       2.66629
9184-12702         4113       19.8196       3.43472       9.47000       -1.0000000       2.53490
9184-12705           -1      -1.00000      -1.00000      -1.00000        10.156720       2.82460
9184-3704           -1      -1.00000      -1.00000      -1.00000        9.6465742       2.57287
9184-6101           -1      -1.00000      -1.00000      -1.00000        10.055141       2.58684
9184-6102           -1      -1.00000      -1.00000      -1.00000        10.107730       2.73596
9184-6103           -1      -1.00000      -1.00000      -1.00000        9.8897930       2.54895
9184-6104           -1      -1.00000      -1.00000      -1.00000        9.6927393       2.67185
9184-9101           -1      -1.00000      -1.00000      -1.00000        10.107835       2.65250
9188-12701           -1      -1.00000      -1.00000      -1.00000        9.4558455       2.48597
9192-12702       131279       48.6520       25.8432       10.3100       -1.0000000       3.57364
9192-3701           -1      -1.00000      -1.00000      -1.00000        9.3931441       3.64214
9192-3702           -1      -1.00000      -1.00000      -1.00000        9.7071940       4.02682
9192-6102       430996       14.9137       2.11966       10.0500       -1.0000000      -1.00000
9192-6103           -1      -1.00000      -1.00000      -1.00000        9.7675754       3.65808
9193-12701           -1      -1.00000      -1.00000      -1.00000        8.7811915       3.75915
9193-1901           -1      -1.00000      -1.00000      -1.00000        9.6848714       3.33703
9195-12701       113162       54.9921       26.9248       9.32000       -1.0000000       2.57773
9195-12702           -1      -1.00000      -1.00000      -1.00000        10.667168       2.94517
